Image,True_Label,True_Label_Name,Predicted_Label,Predicted_Label_Name,Correct
1542749471.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2698271190.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3368271822.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2490112634.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
57099592.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
223668500.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1052854295.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4284674042.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
421071700.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4282894767.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2514999111.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2953205129.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
424686742.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3556578053.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1124291241.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1677224730.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1907786974.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
506774842.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
822532439.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
406021295.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
648535358.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1569692154.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
33138536.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3378843879.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
210460809.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
3263547515.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
346303870.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3504991692.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3092422999.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4007062391.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1051688339.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1498912692.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
224347038.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1947066099.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3708657911.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
948363257.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1725598881.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1458603668.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
93194372.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3548257728.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3219439906.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1700324452.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2164217173.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
7635457.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3924372198.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4278878757.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
3807557163.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
965919968.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2903239369.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2399673034.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
11690064.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2713739675.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
1576606254.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
4010033110.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1652920595.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
1050949665.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2878645903.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1182217128.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1731652110.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
552242420.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2896379895.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3787760414.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
918534391.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
272170079.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2076904625.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
916448505.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
3698640204.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
183428396.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1080407872.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4188111262.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2583894106.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
918306924.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2372527098.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1844847808.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1123269893.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3402601721.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
948559323.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2423344068.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2698127956.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
948754372.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3466223968.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
592251506.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3886831141.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3963604072.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1740309612.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
617651411.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
671675016.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2813938477.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
949963080.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
530166145.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3116498490.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1586292581.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
344993238.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
815181959.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1596468225.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3516413675.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
71608311.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1563794954.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3789353421.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3866571802.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
4071283452.jpg,0,Cassava Bacterial Blight (CBB),2,Cassava Green Mottle (CGM),False
1444544314.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1836048821.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3811423890.jpg,0,Cassava Bacterial Blight (CBB),2,Cassava Green Mottle (CGM),False
1411610648.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2536030910.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
253146039.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
404853146.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
3142477676.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
4177392079.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3416568166.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1468715314.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1208930498.jpg,0,Cassava Bacterial Blight (CBB),3,Cassava Mosaic Disease (CMD),False
1561430411.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2500976609.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
969069572.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1780364325.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3370458852.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
927745791.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4100817891.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
102485576.jpg,0,Cassava Bacterial Blight (CBB),3,Cassava Mosaic Disease (CMD),False
4282010677.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1119847734.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
2641912037.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
335787453.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1932481347.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2168664351.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
403372857.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3097440014.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3258960112.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3903787097.jpg,0,Cassava Bacterial Blight (CBB),3,Cassava Mosaic Disease (CMD),False
3948282099.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3913384912.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
1990916295.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3234847067.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2151417299.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2523524026.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1560029412.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
4206587190.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
3749188656.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3327250048.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
770243890.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2998282647.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4213411330.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2746977018.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3531276963.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1556262944.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1553432639.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3950368220.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2321358067.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
713216878.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
746879421.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
337193250.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3734403071.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2330534234.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2668242529.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2255664961.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1718658976.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1488108256.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
610968546.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3221707185.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1545680937.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
366838317.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
935723534.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1757057989.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3228239886.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
3955391972.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2051495839.jpg,0,Cassava Bacterial Blight (CBB),1,Cassava Brown Streak Disease (CBSD),False
2143925311.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
5511383.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
249609077.jpg,0,Cassava Bacterial Blight (CBB),3,Cassava Mosaic Disease (CMD),False
1484094890.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1708593214.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1773875430.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
2591028452.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3951445657.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1908179787.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
2523850258.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4172480899.jpg,0,Cassava Bacterial Blight (CBB),4,Healthy,False
4130341996.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
808416790.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
4149439273.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
755073612.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1508217938.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
3307432740.jpg,0,Cassava Bacterial Blight (CBB),0,Cassava Bacterial Blight (CBB),True
1466655821.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3976044474.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
712421823.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1658413948.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
4213734588.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2381951184.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1156464284.jpg,1,Cassava Brown Streak Disease (CBSD),0,Cassava Bacterial Blight (CBB),False
1726694302.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
4081341161.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2932008073.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1172756697.jpg,1,Cassava Brown Streak Disease (CBSD),0,Cassava Bacterial Blight (CBB),False
2735914869.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
873753078.jpg,1,Cassava Brown Streak Disease (CBSD),3,Cassava Mosaic Disease (CMD),False
425031851.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3536394674.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3413587734.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3255013873.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
191139600.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1954401437.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
632197705.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
219949624.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2425193162.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1046486747.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3966432707.jpg,1,Cassava Brown Streak Disease (CBSD),0,Cassava Bacterial Blight (CBB),False
4250538490.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2764717089.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2189559385.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3610554342.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3645241295.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3752506067.jpg,1,Cassava Brown Streak Disease (CBSD),3,Cassava Mosaic Disease (CMD),False
1272432199.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
2435051665.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
4175967929.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2605464541.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2998838008.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2074713873.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
115829780.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2437198013.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
2705189411.jpg,1,Cassava Brown Streak Disease (CBSD),3,Cassava Mosaic Disease (CMD),False
2627491487.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
2704684004.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1567568809.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3131524704.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
4114133209.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
517018049.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3714240352.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3609350672.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
148723715.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
532038171.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1469715307.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3089245130.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1899678596.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1595866872.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
4282442229.jpg,1,Cassava Brown Streak Disease (CBSD),2,Cassava Green Mottle (CGM),False
3477094015.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2207984247.jpg,1,Cassava Brown Streak Disease (CBSD),3,Cassava Mosaic Disease (CMD),False
1514204503.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3530097754.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
4171363767.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
1633537888.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1408964751.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1298297542.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1706377266.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
242444737.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
866506259.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
801173555.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3549070816.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3240436783.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3789310697.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1355521556.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
4025854027.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2704908000.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1550131198.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
985972952.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
864903108.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
1514588016.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1123847730.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1835317288.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
970899436.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1920198241.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2870340497.jpg,1,Cassava Brown Streak Disease (CBSD),4,Healthy,False
553195372.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1317841019.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
533613162.jpg,1,Cassava Brown Streak Disease (CBSD),3,Cassava Mosaic Disease (CMD),False
1176861748.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3913747475.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3754712410.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
825877957.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2457952630.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
902429772.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1706671174.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1593718763.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
890852512.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1120416975.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2085823072.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3678230189.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1203248171.jpg,1,Cassava Brown Streak Disease (CBSD),2,Cassava Green Mottle (CGM),False
3319077836.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3397650599.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3939484904.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1596461528.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
2642216511.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
3341672080.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
575181306.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
4284398134.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
1964968519.jpg,1,Cassava Brown Streak Disease (CBSD),1,Cassava Brown Streak Disease (CBSD),True
